date,open,high,low,close,adjClose,volume
25-Oct-21,35692.62,35787.04,35629.37,35741.15,35741.15,267220000
22-Oct-21,35607.72,35765.02,35533.95,35677.02,35677.02,346290000
21-Oct-21,35520.32,35612.36,35442.53,35603.08,35603.08,298390000
20-Oct-21,35475.16,35669.69,35465.71,35609.34,35609.34,265750000
19-Oct-21,35325.37,35462.68,35290.12,35457.31,35457.31,278510000
18-Oct-21,35221.02,35327.57,35035.94,35258.61,35258.61,312640000
15-Oct-21,35023.63,35320.97,35023.63,35294.76,35294.76,327870000
14-Oct-21,34443.22,34923.83,34443.22,34912.56,34912.56,338540000
13-Oct-21,34372.71,34449.83,34115.1,34377.81,34377.81,316220000
12-Oct-21,34507.15,34611.24,34318.94,34378.34,34378.34,319010000
11-Oct-21,34723.79,34951.35,34486.51,34496.06,34496.06,256820000
08-Oct-21,34757.57,34842.62,34661.95,34746.25,34746.25,238080000
07-Oct-21,34509.72,34975.19,34509.72,34754.94,34754.94,273290000
06-Oct-21,34198.96,34432.68,33854.69,34416.99,34416.99,322170000
05-Oct-21,34035.25,34490.95,34035.25,34314.67,34314.67,311520000
04-Oct-21,34312.96,34410.28,33821.58,34002.92,34002.92,396860000
01-Oct-21,33930.7,34490.56,33785.54,34326.46,34326.46,427580000
30-Sep-21,34467.98,34557.37,33833.32,33843.92,33843.92,354830000
29-Sep-21,34360.08,34580.42,34305.96,34390.72,34390.72,290350000
28-Sep-21,34747.7,34798.21,34254.65,34299.99,34299.99,379020000
27-Sep-21,34739.27,35061.12,34739.27,34869.37,34869.37,289480000
24-Sep-21,34762.31,34857.06,34648.08,34798,34798,254310000
23-Sep-21,34296.3,34879.78,34296.3,34764.82,34764.82,283890000
22-Sep-21,34006.87,34440.42,34006.87,34258.32,34258.32,296590000
21-Sep-21,34025.61,34313.88,33914.02,33919.84,33919.84,306970000
20-Sep-21,34459.72,34459.72,33613.03,33970.47,33970.47,435780000
17-Sep-21,34737.86,34779.86,34519.63,34584.88,34584.88,560630000
16-Sep-21,34810.27,34943.55,34540.11,34751.32,34751.32,278270000
15-Sep-21,34580.95,34880.77,34522.03,34814.39,34814.39,317490000
14-Sep-21,34906.9,34990.36,34510.3,34577.57,34577.57,325140000
13-Sep-21,34665.5,34939.1,34665.5,34869.63,34869.63,334190000
10-Sep-21,34949.59,35104.25,34599.61,34607.72,34607.72,333230000
09-Sep-21,35013.08,35199.89,34847.3,34879.38,34879.38,261330000
08-Sep-21,35087.45,35175.15,34925.61,35031.07,35031.07,261880000
07-Sep-21,35373.24,35373.24,35060.9,35100,35100,289830000
03-Sep-21,35401.73,35422.71,35269.4,35369.09,35369.09,221370000
02-Sep-21,35353.06,35475.4,35348.48,35443.82,35443.82,263370000
01-Sep-21,35387.55,35407.37,35287.05,35312.53,35312.53,265520000
31-Aug-21,35391.38,35449.79,35289.86,35360.73,35360.73,337240000
30-Aug-21,35471.8,35510.71,35374.46,35399.84,35399.84,245390000
27-Aug-21,35231.11,35479.18,35231.11,35455.8,35455.8,240990000
26-Aug-21,35449.68,35498.45,35205.1,35213.12,35213.12,239740000
25-Aug-21,35388.77,35501.14,35287.63,35405.5,35405.5,237230000
24-Aug-21,35382.72,35445.47,35356.18,35366.26,35366.26,228710000
23-Aug-21,35160.97,35428.91,35160.97,35335.71,35335.71,245760000
20-Aug-21,34917.96,35177.26,34867.07,35120.08,35120.08,269320000
19-Aug-21,34874.67,34997.81,34690.25,34894.12,34894.12,333550000
18-Aug-21,35310.2,35356.8,34943.41,34960.69,34960.69,289800000
17-Aug-21,35500.01,35500.01,35120.31,35343.28,35343.28,309410000
16-Aug-21,35490.83,35631.19,35231.87,35625.4,35625.4,292590000
13-Aug-21,35551.56,35610.57,35474.78,35515.38,35515.38,236790000
12-Aug-21,35481.94,35510.77,35352.53,35499.85,35499.85,231600000
11-Aug-21,35300.89,35501.16,35300.89,35484.97,35484.97,232800000
10-Aug-21,35135.17,35285.16,35091.91,35264.67,35264.67,255040000
09-Aug-21,35229.67,35229.67,35041.24,35101.85,35101.85,207850000
06-Aug-21,35077.44,35246.79,35077.44,35208.51,35208.51,231570000
05-Aug-21,34815.61,35067.54,34815.61,35064.25,35064.25,216580000
04-Aug-21,35047.44,35047.44,34790.62,34792.67,34792.67,245300000
03-Aug-21,34864.1,35120.94,34714.33,35116.4,35116.4,259820000
02-Aug-21,34968.56,35192.11,34808.2,34838.16,34838.16,238620000
30-Jul-21,35013.26,35106.3,34871.13,34935.47,34935.47,276410000
29-Jul-21,34985.99,35171.52,34985.99,35084.53,35084.53,222680000
28-Jul-21,35109.95,35116.37,34876.84,34930.93,34930.93,347170000
27-Jul-21,35078.9,35078.9,34878.07,35058.52,35058.52,326610000
26-Jul-21,35055.86,35150.37,34950.19,35144.31,35144.31,259790000
23-Jul-21,34855.11,35095.33,34855.11,35061.55,35061.55,314040000
22-Jul-21,34799.68,34879.28,34673.03,34823.35,34823.35,291610000
21-Jul-21,34556.96,34820.24,34556.96,34798,34798,317090000
20-Jul-21,33981.79,34621.79,33981.79,34511.99,34511.99,387020000
19-Jul-21,34528.48,34528.48,33741.76,33962.04,33962.04,440440000
16-Jul-21,35007.94,35090.01,34647.82,34687.85,34687.85,322980000
15-Jul-21,34924.81,34990.41,34762.87,34987.02,34987.02,320450000
14-Jul-21,34920.83,35069.18,34826.87,34933.23,34933.23,344340000
13-Jul-21,34959.96,35018.79,34876.89,34888.79,34888.79,322430000
12-Jul-21,34836.75,35014.9,34730.15,34996.18,34996.18,294800000
09-Jul-21,34457.51,34893.72,34457.51,34870.16,34870.16,301750000
08-Jul-21,34569.01,34569.01,34145.59,34421.93,34421.93,335690000
07-Jul-21,34604.17,34708.78,34435.59,34681.79,34681.79,302700000
06-Jul-21,34790.16,34814.2,34358.42,34577.37,34577.37,348430000
02-Jul-21,34642.42,34821.93,34613.49,34786.35,34786.35,301860000
01-Jul-21,34507.32,34640.28,34498.85,34633.53,34633.53,268280000
30-Jun-21,34290.74,34553.16,34245.48,34502.51,34502.51,295560000
29-Jun-21,34338.89,34469.83,34266.83,34292.29,34292.29,282360000
28-Jun-21,34428.1,34449.65,34186.13,34283.27,34283.27,280280000
25-Jun-21,34328.1,34501.02,34314.8,34433.84,34433.84,432550000
24-Jun-21,33933.91,34233.02,33933.91,34196.82,34196.82,275870000
23-Jun-21,33948.54,34009.4,33869.83,33874.24,33874.24,255280000
22-Jun-21,33872.56,34040.7,33751.06,33945.58,33945.58,284130000
21-Jun-21,33312.07,33908.09,33312.07,33876.97,33876.97,317260000
18-Jun-21,33622.7,33622.7,33271.93,33290.08,33290.08,563920000
17-Jun-21,34014.38,34091.79,33626.61,33823.45,33823.45,354690000
16-Jun-21,34308.48,34333.25,33917.11,34033.67,34033.67,347150000
15-Jun-21,34397.1,34420.38,34199.16,34299.33,34299.33,272430000
14-Jun-21,34472.52,34472.52,34211.54,34393.75,34393.75,295530000
11-Jun-21,34499.81,34618.09,34328.65,34479.6,34479.6,260840000
10-Jun-21,34502.51,34737.79,34447.25,34466.24,34466.24,309310000
09-Jun-21,34626.16,34654.67,34439.37,34447.14,34447.14,245100000
08-Jun-21,34645.84,34665.38,34452.94,34599.82,34599.82,289440000
07-Jun-21,34766.2,34820.91,34574.51,34630.24,34630.24,259120000
04-Jun-21,34618.69,34772.12,34618.69,34756.39,34756.39,270050000
03-Jun-21,34550.31,34667.41,34334.41,34577.04,34577.04,297380000
02-Jun-21,34614.62,34706.65,34545.96,34600.38,34600.38,263810000
01-Jun-21,34584.19,34849.32,34542.87,34575.31,34575.31,287700000
28-May-21,34558.5,34631.11,34520.09,34529.45,34529.45,290850000
27-May-21,34432.47,34608.82,34389.24,34464.64,34464.64,520630000
26-May-21,34336.34,34409.59,34271.44,34323.05,34323.05,258780000
25-May-21,34428.66,34511.35,34266.03,34312.46,34312.46,285760000
24-May-21,34253.87,34472.51,34253.87,34393.98,34393.98,251010000
21-May-21,34121.91,34415.48,34121.91,34207.84,34207.84,306360000
20-May-21,33906.3,34233.4,33872.41,34084.15,34084.15,320150000
19-May-21,33945.81,33945.81,33473.8,33896.04,33896.04,348480000
18-May-21,34351.18,34408.99,34044.1,34060.66,34060.66,289590000
17-May-21,34375.29,34383.84,34176.65,34327.79,34327.79,291910000
14-May-21,34050.86,34454.05,34050.86,34382.13,34382.13,303230000
13-May-21,33624.74,34181.77,33623.49,34021.45,34021.45,350820000
12-May-21,34206.4,34207.87,33555.22,33587.66,33587.66,381350000
11-May-21,34572.74,34572.74,34075.31,34269.16,34269.16,413180000
10-May-21,34785.27,35091.56,34741.57,34742.82,34742.82,361620000
07-May-21,34578.27,34811.39,34464.31,34777.76,34777.76,303400000
06-May-21,34245.11,34561.29,34185.06,34548.53,34548.53,315430000
05-May-21,34163.99,34331.2,34039.66,34230.34,34230.34,253180000
04-May-21,34080.2,34147.78,33765.68,34133.03,34133.03,407860000
03-May-21,33904.89,34221.06,33904.89,34113.23,34113.23,289770000
30-Apr-21,33988.75,33988.75,33784.96,33874.85,33874.85,374890000
29-Apr-21,33855.64,34087.21,33744.28,34060.36,34060.36,408450000
28-Apr-21,33860.46,33946.6,33805.56,33820.38,33820.38,335820000
27-Apr-21,33932.13,34043.98,33870.46,33984.93,33984.93,289030000
26-Apr-21,34044.23,34148.94,33941.37,33981.57,33981.57,279300000
23-Apr-21,33804.52,34157.57,33713.29,34043.49,34043.49,346380000
22-Apr-21,34109.88,34126.57,33717.19,33815.9,33815.9,344470000
21-Apr-21,33808.3,34160.34,33773.8,34137.31,34137.31,290300000
20-Apr-21,34034.18,34034.18,33687.01,33821.3,33821.3,350960000
19-Apr-21,34182.38,34182.38,33980.56,34077.63,34077.63,312540000
16-Apr-21,34058.16,34256.75,34058.16,34200.67,34200.67,343760000
15-Apr-21,33788.53,34068.73,33788.53,34035.99,34035.99,319680000
14-Apr-21,33668.95,33911.25,33668.95,33730.89,33730.89,315330000
13-Apr-21,33721.16,33741.64,33545.84,33677.27,33677.27,324480000
12-Apr-21,33775.06,33786.19,33665.54,33745.4,33745.4,327370000
09-Apr-21,33526.19,33810.87,33526.19,33800.6,33800.6,316410000
08-Apr-21,33469.89,33506.8,33342.64,33503.57,33503.57,304040000
07-Apr-21,33444.98,33521.76,33347.96,33446.26,33446.26,273440000
06-Apr-21,33500.02,33544.79,33380.43,33430.24,33430.24,297940000
05-Apr-21,33222.38,33617.95,33222.38,33527.19,33527.19,344270000
01-Apr-21,33054.58,33167.17,32985.35,33153.21,33153.21,311880000
31-Mar-21,33116.04,33173.77,32980.57,32981.55,32981.55,414140000
30-Mar-21,33127.88,33170.93,32988.92,33066.96,33066.96,307510000
29-Mar-21,33087.55,33259,32905.13,33171.37,33171.37,351610000
26-Mar-21,32681.07,33098.83,32681.07,33072.88,33072.88,382170000
25-Mar-21,32346.81,32672.69,32071.41,32619.48,32619.48,411990000
24-Mar-21,32470.88,32787.99,32418.15,32420.06,32420.06,399390000
23-Mar-21,32691.5,32753.77,32356.28,32423.15,32423.15,385840000
22-Mar-21,32601.82,32810.35,32512.53,32731.2,32731.2,383500000
19-Mar-21,32858.36,32858.36,32505.07,32627.97,32627.97,811890000
18-Mar-21,32928.16,33227.78,32831.25,32862.3,32862.3,418480000
17-Mar-21,32825.52,33047.58,32782.18,33015.37,33015.37,391200000
16-Mar-21,32966.75,32966.75,32778.23,32825.95,32825.95,386370000
15-Mar-21,32798.84,32973.4,32629.75,32953.46,32953.46,360080000
12-Mar-21,32462.4,32793.32,32462.4,32778.64,32778.64,346400000
11-Mar-21,32354.5,32661.59,32345.7,32485.59,32485.59,400020000
10-Mar-21,31906.96,32389.5,31906.96,32297.02,32297.02,409110000
09-Mar-21,31892.35,32150.32,31822.64,31832.74,31832.74,458690000
08-Mar-21,31512.15,32148.04,31512.15,31802.44,31802.44,496980000
05-Mar-21,31029.18,31580.33,30766.81,31496.3,31496.3,501810000
04-Mar-21,31289.01,31461.97,30547.53,30924.14,30924.14,537850000
03-Mar-21,31352.96,31563.31,31260.14,31270.09,31270.09,409660000
02-Mar-21,31535.37,31623.27,31377.16,31391.52,31391.52,337270000
01-Mar-21,31065.9,31668.34,31065.9,31535.51,31535.51,385670000
26-Feb-21,31401.29,31450.89,30911.37,30932.37,30932.37,532250000
25-Feb-21,31955.94,31984.77,31293.32,31402.01,31402.01,454110000
24-Feb-21,31499.75,32009.64,31421.29,31961.86,31961.86,410150000
23-Feb-21,31501.89,31653.38,31158.76,31537.35,31537.35,460410000
22-Feb-21,31381.12,31653.48,31286.57,31521.69,31521.69,387210000
19-Feb-21,31504.13,31647.53,31469.34,31494.32,31494.32,353070000
18-Feb-21,31558.6,31558.6,31285.32,31493.34,31493.34,325990000
17-Feb-21,31485.61,31643.7,31338.76,31613.02,31613.02,343510000
16-Feb-21,31472.08,31608.63,31443.48,31522.75,31522.75,329210000
12-Feb-21,31420.8,31475.31,31347.8,31458.4,31458.4,263090000
11-Feb-21,31466.49,31543.82,31244.36,31430.7,31430.7,280320000
10-Feb-21,31428.02,31511.44,31221.32,31437.8,31437.8,326450000
09-Feb-21,31359.88,31439.47,31245.86,31375.83,31375.83,308210000
08-Feb-21,31191.2,31386.1,31191.2,31385.76,31385.76,322250000
05-Feb-21,31093.81,31252.18,31083.22,31148.24,31148.24,293550000
04-Feb-21,30737.78,31065.96,30737.78,31055.86,31055.86,338330000
03-Feb-21,30689.65,30793.41,30521.31,30723.6,30723.6,305590000
02-Feb-21,30276.88,30840.54,30276.88,30687.48,30687.48,333160000
01-Feb-21,30054.73,30335.91,30014.97,30211.91,30211.91,347060000
29-Jan-21,30553.91,30553.91,29856.3,29982.62,29982.62,536320000
28-Jan-21,30377.19,30951.41,30377.19,30603.36,30603.36,465140000
27-Jan-21,30893.78,30893.78,30206.91,30303.17,30303.17,566470000
26-Jan-21,30968.55,31121.42,30921.71,30937.04,30937.04,373150000
25-Jan-21,30989.85,30989.85,30564.06,30960,30960,472890000
22-Jan-21,31141.56,31141.56,30908.47,30996.98,30996.98,436040000
21-Jan-21,31198.01,31272.22,31120.92,31176.01,31176.01,418780000
20-Jan-21,31017.54,31235.98,30997.79,31188.38,31188.38,384980000
19-Jan-21,30887.42,31086.62,30865.03,30930.52,30930.52,386400000
15-Jan-21,30926.77,30941.98,30612.67,30814.26,30814.26,433000000
14-Jan-21,31085.67,31223.78,30982.24,30991.52,30991.52,427810000
13-Jan-21,31084.88,31153.37,30992.05,31060.47,31060.47,413250000
12-Jan-21,31015.01,31114.56,30888.76,31068.69,31068.69,362620000
11-Jan-21,31015.37,31096.98,30832.06,31008.69,31008.69,356540000
08-Jan-21,31069.58,31140.67,30793.27,31097.97,31097.97,381150000
07-Jan-21,30901.18,31193.4,30897.86,31041.13,31041.13,427810000
06-Jan-21,30362.78,31022.65,30313.07,30829.4,30829.4,500430000
05-Jan-21,30204.25,30504.89,30141.78,30391.6,30391.6,350910000
04-Jan-21,30627.47,30674.28,29881.82,30223.89,30223.89,475080000
31-Dec-20,30417.64,30637.47,30344.5,30606.48,30606.48,284470000
30-Dec-20,30415.09,30525.35,30393.04,30409.56,30409.56,291890000
29-Dec-20,30492.07,30588.79,30274.24,30335.67,30335.67,357610000
28-Dec-20,30283.23,30525.56,30283.23,30403.97,30403.97,302490000
24-Dec-20,30155.92,30209.67,30099.3,30199.87,30199.87,145570000
23-Dec-20,30046.73,30292.53,30046.73,30129.83,30129.83,274050000
22-Dec-20,30200.2,30200.2,29992.89,30015.51,30015.51,388810000
21-Dec-20,30159,30304.14,29755.53,30216.45,30216.45,437480000
18-Dec-20,30314.26,30343.59,30029.44,30179.05,30179.05,782070000
17-Dec-20,30216,30323.78,30216,30303.37,30303.37,345530000
16-Dec-20,30191.38,30236.03,30080.11,30154.54,30154.54,344590000
15-Dec-20,29919.09,30243.26,29894.95,30199.31,30199.31,417770000
14-Dec-20,30123.91,30325.79,29849.15,29861.55,29861.55,371980000
11-Dec-20,29988.21,30071.13,29820.84,30046.37,30046.37,393870000
10-Dec-20,30032.55,30063.87,29876.82,29999.26,29999.26,325550000
09-Dec-20,30229.81,30319.7,29951.85,30068.81,30068.81,380520000
08-Dec-20,29997.95,30246.22,29972.07,30173.88,30173.88,311190000
07-Dec-20,30233.03,30233.03,29967.22,30069.79,30069.79,365810000
04-Dec-20,29989.56,30218.26,29989.56,30218.26,30218.26,356590000
03-Dec-20,29920.83,30110.88,29877.27,29969.52,29969.52,405680000
02-Dec-20,29695.09,29902.51,29599.29,29883.79,29883.79,385280000
01-Dec-20,29797.5,30083.31,29797.5,29823.92,29823.92,429510000
30-Nov-20,29854.51,29854.51,29463.64,29638.64,29638.64,551350000
27-Nov-20,29911.33,30015.13,29819.98,29910.37,29910.37,177040000
25-Nov-20,30058.87,30058.87,29806.25,29872.47,29872.47,323030000
24-Nov-20,29746.11,30116.51,29746.11,30046.24,30046.24,432760000
23-Nov-20,29332.82,29667.75,29332.82,29591.27,29591.27,387200000
20-Nov-20,29437.57,29469.89,29231.2,29263.48,29263.48,305350000
19-Nov-20,29370.92,29524.9,29228.38,29483.23,29483.23,331330000
18-Nov-20,29875.4,29930.85,29432.84,29438.42,29438.42,382850000
17-Nov-20,29800.15,29872.42,29520.29,29783.35,29783.35,372380000
16-Nov-20,29672.36,29964.29,29672.36,29950.44,29950.44,418290000
13-Nov-20,29203.9,29559.25,29203.9,29479.81,29479.81,348810000
12-Nov-20,29231.91,29311.83,28902.13,29080.17,29080.17,369320000
11-Nov-20,29524.35,29593.11,29281.22,29397.63,29397.63,376700000
10-Nov-20,29254.17,29478.86,29126.99,29420.92,29420.92,526980000
09-Nov-20,29467.9,29933.83,29130.66,29157.97,29157.97,673310000
06-Nov-20,28399.13,28431.96,28189.5,28323.4,28323.4,326710000
05-Nov-20,28083.37,28495.05,28083.37,28390.18,28390.18,390140000
04-Nov-20,27512.83,28301.5,27512.83,27847.66,27847.66,447860000
03-Nov-20,27138.69,27640.21,27138.69,27480.03,27480.03,350980000
02-Nov-20,26691.28,27043.48,26691.28,26925.05,26925.05,379990000
30-Oct-20,26572.27,26639.18,26143.77,26501.6,26501.6,504820000
29-Oct-20,26480.98,26891.89,26290.78,26659.11,26659.11,419770000
28-Oct-20,27102.14,27102.14,26497.39,26519.95,26519.95,496150000
27-Oct-20,27651.18,27707.69,27457.96,27463.19,27463.19,366400000
26-Oct-20,28185.82,28185.82,27370.16,27685.38,27685.38,404150000
23-Oct-20,28409.65,28436.52,28149.82,28335.57,28335.57,347300000
22-Oct-20,28197.42,28421.31,28040.18,28363.66,28363.66,330320000
21-Oct-20,28270.66,28450.64,28196.39,28210.82,28210.82,299420000
20-Oct-20,28245.85,28575.03,28243.04,28308.79,28308.79,350220000
19-Oct-20,28633.55,28711.93,28139.4,28195.42,28195.42,358700000
16-Oct-20,28570.72,28842.9,28570.72,28606.31,28606.31,356140000
15-Oct-20,28323.4,28535.85,28181.54,28494.2,28494.2,328940000
14-Oct-20,28731.3,28792.56,28461.73,28514,28514,370800000
13-Oct-20,28764.95,28808.84,28604.35,28679.81,28679.81,526110000
12-Oct-20,28671.12,28957.9,28659.67,28837.52,28837.52,493680000
09-Oct-20,28533.61,28676.29,28440.63,28586.9,28586.9,324050000
08-Oct-20,28348.86,28459.13,28265.56,28425.51,28425.51,314750000
07-Oct-20,27971.36,28369.66,27971.36,28303.46,28303.46,328750000
06-Oct-20,28214.24,28354.48,27728.03,27772.76,27772.76,435030000
05-Oct-20,27825.42,28162.64,27825.42,28148.64,28148.64,318210000
02-Oct-20,27536.39,27861.43,27382.94,27682.81,27682.81,392770000
01-Oct-20,27940.63,28041.46,27669.26,27816.9,27816.9,373450000
30-Sep-20,27514.64,28026.33,27511.06,27781.7,27781.7,452550000
29-Sep-20,27560.24,27605.6,27338.09,27452.66,27452.66,303820000
28-Sep-20,27362.14,27722.6,27362.14,27584.06,27584.06,401860000
25-Sep-20,26694.51,27239.29,26635.38,27173.96,27173.96,388900000
24-Sep-20,26716.09,27094.85,26537.01,26815.44,26815.44,447810000
23-Sep-20,27413.6,27464.46,26716.12,26763.13,26763.13,459470000
22-Sep-20,27170.34,27333.09,26989.93,27288.18,27288.18,420720000
21-Sep-20,27484.71,27484.71,26715.15,27147.7,27147.7,523660000
18-Sep-20,27864.87,27946.69,27487.97,27657.42,27657.42,698710000
17-Sep-20,27834.18,28056.79,27647.93,27901.98,27901.98,437230000
16-Sep-20,28031.69,28364.77,28021.67,28032.38,28032.38,416650000
15-Sep-20,28139.76,28231.06,27931.45,27995.6,27995.6,414520000
14-Sep-20,27718.74,28086.06,27718.74,27993.33,27993.33,380750000
11-Sep-20,27613.86,27828.82,27448.15,27665.64,27665.64,435330000
10-Sep-20,28022.51,28174.78,27447.08,27534.58,27534.58,442850000
09-Sep-20,27711.71,28206.21,27704.54,27940.47,27940.47,460590000
08-Sep-20,27925.23,27925.23,27464.9,27500.89,27500.89,580860000
04-Sep-20,28341.05,28539.75,27664.68,28133.31,28133.31,694640000
03-Sep-20,29090.7,29199.35,28074.76,28292.73,28292.73,650080000
02-Sep-20,28736.79,29162.88,28713.53,29100.5,29100.5,539510000
01-Sep-20,28439.61,28659.26,28290.72,28645.66,28645.66,423410000
31-Aug-20,28643.66,28643.66,28363.55,28430.05,28430.05,517320000
28-Aug-20,28601.29,28733.35,28487.98,28653.87,28653.87,369740000
27-Aug-20,28384.07,28634.22,28363.93,28492.27,28492.27,404340000
26-Aug-20,28257.88,28353.8,28153.91,28331.92,28331.92,327070000
25-Aug-20,28347.42,28400.74,28094.57,28248.44,28248.44,338420000
24-Aug-20,28077.58,28314.94,28041.75,28308.46,28308.46,383880000
21-Aug-20,27758.13,27959.48,27686.78,27930.33,27930.33,372720000
20-Aug-20,27622.68,27781.46,27526.25,27739.73,27739.73,304550000
19-Aug-20,27811.26,27920.42,27647.67,27692.88,27692.88,311460000
18-Aug-20,27853.48,27891.12,27668.79,27778.07,27778.07,276170000
17-Aug-20,27970.05,27999.81,27816.4,27844.91,27844.91,286860000
14-Aug-20,27828.93,27977.81,27759.39,27931.02,27931.02,275540000
13-Aug-20,27922.51,27986.1,27789.78,27896.72,27896.72,360160000
12-Aug-20,27860.24,28043.89,27843.32,27976.84,27976.84,340210000
11-Aug-20,27961.64,28154.88,27624.51,27686.91,27686.91,428220000
10-Aug-20,27488.21,27803.86,27488.21,27791.44,27791.44,360340000
07-Aug-20,27321.68,27456.24,27223.55,27433.48,27433.48,321170000
06-Aug-20,27170.82,27394.1,27145.25,27386.98,27386.98,322460000
05-Aug-20,26924.78,27221.67,26924.78,27201.52,27201.52,366000000
04-Aug-20,26664.61,26832.72,26597.82,26828.47,26828.47,346350000
03-Aug-20,26542.32,26707.26,26534.38,26664.4,26664.4,439380000
31-Jul-20,26409.33,26440.02,26013.59,26428.32,26428.32,488050000
30-Jul-20,26367.42,26374.93,25992.28,26313.65,26313.65,351540000
29-Jul-20,26388.44,26602.45,26375.39,26539.57,26539.57,347580000
28-Jul-20,26529.45,26556.84,26361.71,26379.28,26379.28,361090000
27-Jul-20,26447.67,26625.46,26426.92,26584.77,26584.77,400930000
24-Jul-20,26533.41,26625.7,26402.86,26469.89,26469.89,494170000
23-Jul-20,26955.97,26973.85,26560.04,26652.33,26652.33,419800000
22-Jul-20,26824.56,27035.24,26794.19,27005.84,27005.84,404340000
21-Jul-20,26833.14,27025.38,26766.22,26840.4,26840.4,364930000
20-Jul-20,26660.29,26765.02,26504.2,26680.87,26680.87,309390000
17-Jul-20,26774.62,26808.43,26619.88,26671.95,26671.95,296460000
16-Jul-20,26746.57,26879.16,26590.01,26734.71,26734.71,287330000
15-Jul-20,27009.81,27071.33,26692.48,26870.1,26870.1,384900000
14-Jul-20,26044.17,26690.52,25994.98,26642.59,26642.59,401640000
13-Jul-20,26225.07,26639.09,26044.23,26085.8,26085.8,425320000
10-Jul-20,25690.35,26101.32,25637.5,26075.3,26075.3,338170000
09-Jul-20,26094.92,26103.28,25523.51,25706.09,25706.09,387610000
08-Jul-20,25950.06,26109.49,25816.25,26067.28,26067.28,337300000
07-Jul-20,26172.01,26174.93,25866.58,25890.18,25890.18,346820000
06-Jul-20,25996.08,26297.53,25996.08,26287.03,26287.03,340690000
02-Jul-20,25936.45,26204.41,25778.12,25827.36,25827.36,349130000
01-Jul-20,25879.38,26019.31,25713.61,25734.97,25734.97,373180000
30-Jun-20,25512.43,25905.38,25475.14,25812.88,25812.88,410780000
29-Jun-20,25152.45,25601.15,25096.16,25595.8,25595.8,378070000
26-Jun-20,25641.69,25641.69,24971.03,25015.55,25015.55,640860000
25-Jun-20,25365.22,25769.61,25209.79,25745.6,25745.6,384560000
24-Jun-20,25992.96,25992.96,25296.73,25445.94,25445.94,450120000
23-Jun-20,26159.39,26314.97,26105.97,26156.1,26156.1,389980000
22-Jun-20,25865.08,26059.81,25667.68,26024.96,26024.96,351780000
19-Jun-20,26213.1,26451.44,25759.66,25871.46,25871.46,669390000
18-Jun-20,26016.45,26154.2,25848.53,26080.1,26080.1,328390000
17-Jun-20,26330.52,26400.07,26068.41,26119.61,26119.61,328830000
16-Jun-20,26326.68,26611.03,25811.7,26289.98,26289.98,489500000
15-Jun-20,25270.39,25891.58,24843.18,25763.16,25763.16,461230000
12-Jun-20,25659.42,25965.55,25078.41,25605.54,25605.54,514440000
11-Jun-20,26282.51,26294.08,25082.72,25128.17,25128.17,647780000
10-Jun-20,27251.89,27355.22,26938.05,26989.99,26989.99,448930000
09-Jun-20,27447.37,27447.37,27151.06,27272.3,27272.3,381430000
08-Jun-20,27232.93,27580.21,27232.48,27572.44,27572.44,430200000
05-Jun-20,26836.8,27338.3,26836.8,27110.98,27110.98,542310000
04-Jun-20,26226.49,26384.1,26082.31,26281.82,26281.82,372190000
03-Jun-20,25906.88,26337.75,25906.88,26269.89,26269.89,398790000
02-Jun-20,25582.52,25743.13,25523.74,25742.65,25742.65,352610000
01-Jun-20,25342.99,25508.83,25220.66,25475.02,25475.02,338310000
29-May-20,25324.15,25482.8,25031.67,25383.11,25383.11,527620000
28-May-20,25697.36,25758.79,25358.73,25400.64,25400.64,377800000
27-May-20,25298.63,25551.56,25009.87,25548.27,25548.27,411230000
26-May-20,24781.84,25176.42,24781.84,24995.11,24995.11,424380000
22-May-20,24461.98,24481.64,24294.07,24465.16,24465.16,255660000
21-May-20,24564.27,24718.46,24370.88,24474.12,24474.12,346770000
20-May-20,24455.94,24649.48,24455.94,24575.9,24575.9,366510000
19-May-20,24577.48,24599.5,24202.96,24206.86,24206.86,374100000
18-May-20,24059.98,24708.54,24059.98,24597.37,24597.37,484190000
15-May-20,23454.83,23730.08,23354.15,23685.42,23685.42,491510000
14-May-20,23049.06,23630.86,22789.62,23625.34,23625.34,472700000
13-May-20,23702.16,23708.9,23067.64,23247.97,23247.97,469950000
12-May-20,24292.84,24382.09,23761.58,23764.78,23764.78,359480000
11-May-20,24256.45,24366.21,24070.22,24221.99,24221.99,352400000
08-May-20,24107.82,24349.9,24107.05,24331.32,24331.32,335760000
07-May-20,23837.21,24094.62,23834.39,23875.89,23875.89,369890000
06-May-20,23978.88,24054.59,23661.14,23664.64,23664.64,377450000
05-May-20,23958.88,24169.72,23868.91,23883.09,23883.09,369710000
04-May-20,23581.55,23769.56,23361.16,23749.76,23749.76,355360000
01-May-20,24120.78,24120.78,23645.3,23723.69,23723.69,418160000
30-Apr-20,24585.57,24585.57,24186.9,24345.72,24345.72,487840000
29-Apr-20,24490.37,24764.77,24453.99,24633.86,24633.86,455290000
28-Apr-20,24357.17,24512.24,24031.2,24101.55,24101.55,400250000
27-Apr-20,23866.15,24207.65,23840.61,24133.78,24133.78,389390000
24-Apr-20,23628.24,23826,23417.68,23775.27,23775.27,376020000
